,Tweets
3154,@OnlineAlison I had Covid and my daughter and husband never got it. We’re all vaxxed and boosted. Who even knows anymore.
3155,"@dianaberrent It's almost as if everyone is at risk of developing severe COVID, and despite what the minimizers say, it's not just a disease of the old and immunocompromised..."
3156,"Not today, covid https://t.co/gKhnJNVDob"
3157,"'I searched for my sister for 30 years, but Covid took her from me'
https://t.co/e4AK0fllBx"
3158,@LatinaGamer7 Just be like you didn't get paid due to covid and have to quarantine and you need them to keep your service on until next week or whenever you get paid🌹😏
3159,"@centrismxtreme No, absolutely not. But the first six months were horrific, especially the first four. I could just write a few sentences a day (one reason why I turned to Twitter to engage with covid science and lived experience). I did improve over time though"
3160,"@ArmyBrat682 Over 98% survivability, you have to take a test to see if you have it, if you get the vaccine you have a better chance of catching covid, spreading covid and other underlying side effects...I'll pass thanks."
3161,"Me submitting an assignment 5 mins after a deadline. (I got covid again, it floored me and drastically changed plans for the assignment so I couldn't be bothered anymore). I tried🤷🏾‍♂️ https://t.co/kOv2vCrKmx"
3162,"@Maelstrom78 @steve2010201 @CBCNS That doesn't make any sense since hospitalization and deaths were far higher per contraction rate in the beginning. 

I'm not parroting what I've been told, I'm doing the math. Math doesn't lie. 

Mind you, you've been obsessively tweeting about covid every day for 2 years now."
3163,"@wsbgnl @farid__jalali This is what they did with breakthroughs, for 6 months they insisted they were “rare”.  

During Omicron they pivoted to vaccinated ppl should not only *expect* to get infected but “it will be a mild or asymptomatic case”.  

Now it’s “Long Covid exists but it’s rare”. https://t.co/rCBfjPefdu"
3164,"@TimRunsHisMouth It was only few days ago he said he got COVID-19 &amp; ""took advice from the experts"" but ain't he the one giving out advice?😂 Makes absolutely no sense"
3165,"Knew they were hiding something fishy at Fort Detrick. The smallpox virus that was exposed earlier hasn't been explained yet! These bio-labs are too dangerous!#COVID19
#COVID
#Omicron 
https://t.co/SU4m3mAaax"
3166,"Prof Heneghan, said “Censorship becomes an issue throughout the ages when there are particular stresses… covid created a stress that was a bit like a war phenomenon in the social media in the sense that it decided it had to manage the facts and had to

https://t.co/NTxjcCe09e https://t.co/OO6Z55op9V"
3167,"@ShieldHero85 They didn’t do anything when their loved ones were taken out by Covid, they aren’t going to do anything."
3168,"What you need to know to get a clean rental home.
#familyitrips #familytravel #vacatonrental #COVID19 #COVID #familyfun https://t.co/qMHvU2tj7H"
3169,"@Lizzardo77 @PhanJokes @jakobpunkt Your family's personal experience that you brought up?? 🤷🏽

Anyway, how do you know it's caused by covid complications?

And what has tin foil hats got to do with any of this? Weird thing to say in a mature conversation 😳🤷🏽"
3170,"Holy sweet public health! It's like my pandemic response dreams in a tweet!

Here in Canada they send you a timbit and tell you to get over yourself lumberjack, and so you go to work and make 50 more cases of COVID-19.

(I'm joking. They don't send a Timbit.) https://t.co/IbptHchMuI"
3171,@McfcaaroV17 yep after covid year. when he was shit after the whole ben mendy racism bs
3172,"See, @KrockCodyMack! It can happen! It really can happen!

“Oakland Teen Saves Pearl Jam Concert After Drummer Gets COVID-19.”

https://t.co/kSeunsq91J"
3173,"Update: my tattoos are still gorgeous 

Update part 2: I am sick. Scratchy throat, nagging cough, and headache. Covid test is pending. 

#CantCatchABreak https://t.co/ROBJAdS6mF"
3174,"What Is 'One-Way Masking,' How Can It Protect You From COVID?  https://t.co/U3CtC8RvVC"
3175,Thinking about the family vacation we had planned to London to see Elton John on tour that got cancelled bc of Covid 🥹🥹🥹 now my mom just vacations alone
3176,"Every manager moans, all season, but when Conte comments on it, it’s a story. Every club postponed games during Covid, but when Arsenal do it, it’s a story. Ready to paint us as the bad guy. Conte literally complained about an early kick off while blaming Arteta for complaining.."
3177,Is it honest to say we have the highest covid rate of infection in the world when the Us stopped doing free PCR and RA testing a bit ago? Are we back at the ‘if we don’t test it’s not happening’ stage of the pandemic?
3178,"@TonyNashNerd They are pretty unique actually; being still responsible for letting covid spread, despite the advantage in being the first to experience covid around the world, they are sticking to a stupid policy which has been so stubbornly enacted only on an island (NZ)"
3179,"COVID Policy Update regarding Boosters.

https://t.co/kOjrLEU9EY"
3180,@Joey_Lodes @gunpolicy @ericswalwell @RepThomasMassie Just a reminder seeing as you want to bring Covid up... https://t.co/yVLA4tJN4g
3181,Need to order covid tests for a international trip but I know as soon as I do they probably wont be required anymore
3182,"@FoodMindedMama @AdamParkhomenko @Jameswb333 Bcz the countless ppl demanded him to. Considering he struggled with a gofundme to cover the unexpected loss of his father due to covid several months back, combined with his actions here, I have no problem giving him 5 bucks. I'm sure hes not rolling in dough being a lyft driver"
3183,y'all i can't find my usb stick with my concert videos from pre covid :(((
3184,Covid Crisis Could Deepen North Korea Food Shortages Amid Drought Warnings https://t.co/iRIgWBYkZc
3185,"Spring allergies always suck, but even more so during pandemic days. My neurosis gets the best of me and I’m convinced I might have covid (I do not). 🤧🙏🏼😅 https://t.co/KHarA3JdUk"
3186,The real lesson from Covid lockdown https://t.co/EGWxrmwKQd
3187,"@JeffBezos Sounds odd.  Many out of work, many can’t pay rent. Many homeless.  But, the economy you say is overinflated because of stimulus.  Is that the corporations and companies who applied for billions of covid aid. Don’t blame middle class.  https://t.co/u0TQYmzapw"
3188,Isolating with covid on Election Day (May 21) https://t.co/LnQasupydr #Sydney
3189,@biochemmama @creativegal2 @NightShiftMD I love my GP. At the beginning of covid she phoned to check in.
3190,"@Standup__Man @jsm2334 @TnAlistair @chrislittlewoo8 Yes I know. As I said, the metric to be used are five year average excess death figures. Nothing extraordinary in terms of excess deaths has been happening and the justifications used to lock us down were bogus. There has never been a Covid pandemic in the UK"
3191,WHO: China’s Zero-Covid Strategy Is ‘Unsustainable’ https://t.co/nchXrnb50H #WHO are now admitting draconian #lockdowns are just loco!
3192,"@yvilmonster @doordoc54 @shanedustin8 @flynnrita149 Yeah, its always interesting when we see polio and small pox out breaks happening, just like we see the covid out breaks effecting fully vaccinated people, real good none ""trumpsniffer"" point. Maybe segregation isn't enough why not just go right to shooting anyone who gets covid?"
3193,"@Britishharley2 @Remisagoodboy The nation and the world's grandmother now, the gentle taps, comforting words like her Covid Address &amp; at the Holidays. 70 yrs of firm leadership &amp; duty. Let's not yet dwell on the gaping hole she will leave. She may be tiny in stature but she's been a giant of a Queen! 👑👑👑❤️"
3194,Covid 1 - Ana 0 😮‍💨
3195,"@aregenscheid @ChChYIMBY @EarlStoddard @msmelanielauren @hansriemer @MoCoDHHS @MCDHHSDirector @MDHealthDept Just got our 7th quarantine notice this year. School thinks we have to quarantine all week (see here: no childcare). So far this school year, this means 70 days of quarantine (no childcare); I've spent over $1000 on backup care for a healthy child.  And he's never gotten COVID."
3196,@margaritapoet I’m so sorry to hear this. Do not discount the impact of rising levels of covid. I’m down with it and my county is back up to medium levels. ♥️♥️♥️♥️
3197,Pfizer Data Dump Reveals More than 1200 People Died Within One Month of Taking Covid-19 Vaccine https://t.co/nzaesPdYUt
3198,"@TonyNashNerd Everything is wonderful in China. Zero Covid is such a successful policy, there are no bottlenecks at all. Xi is the great all seeing leader and Emperor for life.🤣"
3199,"@quickbeam71 @CleaveDenise @Buster168 @arsinoevet @Luca31404488 @AndisMom4 @ClarenceHouse @Femail @RoyalFamily @KensingtonRoyal They sneaked across the Canadian-US border just before it was closed due to COVID. I doubt if passports, Customs, any of the requirements we rubes have to face applied to them.
Who let them in? Why can Harry stay indefinitely? What’s their tax status?"
3200,"I know there are people on this who like to downplay COVID infections. People who haven’t had complications arise, people with next to no empathy with those with genuine concerns. COVID is still an issue and we need to continue to be careful.  https://t.co/DI0QzROiGo"
3201,@GOP Fantastic. What are you doing to address hate crimes and gun violence? What are you doing to protect and care for women and children who are rape victims or victims of incest? What are you doing to minimize Covid infections in the states you control?
3202,"Fucks sakes.
Jac othe North, Daf Thom and this guy. One or more with ridiculous opinions about Russia, Covid amongst others. Epitome of Welsh right wing gammon. All blocked now. https://t.co/FB3Fd1oF4k"
3203,"@St4rryL3n Considering covid complications have me literally coughing up blood every so often, I’m gonna have to say 2019 me lol"
3204,@balldontstop He won covid year lucky guy
3205,"@KoenSwinkels I thought the bs of covid was bad but this is far worse. The political elites in the western world are the biggest danger, bar none, to the future of the western world."
3206,Metro card usage rebounds after Covid break https://t.co/eTL53c3kfu
3207,That ain’t Covid https://t.co/usrcLEwtUt
3208,Have they spent the the money they got from the federal government on COVID mitigation? I highly doubt it.
3209,"@kathy96864048 @cally_fi @empowerfy The CCP was responsible for all Covid-19 deaths - in cahoots with Anthony Fauci.
We know that Trump is not culpable because equal numbers of people died in other jurisdictions over which Trump had no control"
3210,i seriously cannot afford to have covid i have to finish my classes at school and it's the last available week
3211,"@BenK78457034 @PeterHotez No. I am talking about people who had Omicron getting reinfected WITH OMICRON. 

Delta was so long ago of course there’s no immunity to that one; Omicron reinfections in under a month are the proof that so-called “natural” immunity does not exist, not for Covid."
3212,"I hate working retail so much, an old guy just asked me to do his covid home test for him, wasn't wearing a mask, his son was with him insisted they couldn't read the instructions... How tf do these people survive????"
3213,"@pulte Just found out I have COVID which means no working for me this week, I could use some funds to help supplement my income $tmacintuc"
3214,Never give up Jack ....dont ever let the B$!$%£RDS grind you down.&amp;many have NO kimdness for others &amp;are worse after pandemic .Covid still killing thousands weekly worldwide....🌈💜🥂🌏.https://t.co/G8A1TNKRAj
3215,"@allard @_mbdr_ @TRyanGregory What's ""Long COVID""?"
3216,Crying filter on Snapchat gives off major Covid 2020 lockdown energy
3217,"""Any employer mandating the office doesn't trust you"" OR they have specific reasons for wanting their employees to not have their home be a workspace 100% of the time. I'm all for flexible options but c'mon. Not all offices and work is the same and covid WFH was a special case!"
3218,Soon as i said I think I’m immune now here come Covid bitch ass 😂 https://t.co/OT62OsRMgP
3219,"@somaspirit @RightOfEast There's only one narrative about covid vaccination: it's good, and only good people have it. People've had vaccine injuries and their symptoms are very similar to long covid so why are 🇺🇸🇨🇦still forcing people to vaccinate against their will to gain their basic rights back"
3220,my DH has this odd thing where when one of us is sick he gets… angry? He gave me covid.. now i’m sick and he keeps snapping at me. This can’t be normal.
3221,"@Bebert701 @DOGEANATOR @frugalsues @redheadlass1402 @ChrisJohnsonMD @groin_hammer @TheCrystalBrian @pawley_robert @dejoker305 @ArtysHouse @danallan_2 @mcfunny @andylumm @TierraHenson @RHMcK1 @swedishchf @kevinault @carlsmythe @wjack76995 @RTheatheist @ADevotedYogi @HupperichWerner @SkepticSplinter @BurgerLab12 @ghoppe @MartinTurnbul19 @TheFrankmanMN @HardTru64414273 @fowlerfam1 @LockKerrUp @temple_surly @SwaledaleMutton @JustPlaying2Win @Noel82002324 @Shared_facts @MRobovsky @SassyGirlD1 @Ipdailyok @OceanAteMyPhone @DrJoeMcCarthy @ShawnWo78307528 @Hashgraphian @claudeddaniel @thatsnotmine125 @BuzzKent1776 @barryjohnreid21 @rw_christian @cappsie @VikiLovesFACS Your energies seem very focused on Pfizer criticism

There are other #COVID vaccine producers...
(perhaps you work, or a paid by, one of them?)

#COVID19 #MisinformationKills
#VaccinesSaveLives"
3222,"@WrittenOnWater @broomstick33 Not only going to the footy but encouraging everyone to go to big sporting events, nothing like the right conditions to continue the spread of Covid. Now that Covid is spreading in the community he's not doing that now is he."
3223,"Fort Detrick, Fort Detrick, Fort Detrick ...... Now who else can deny the fact that it is the place of origin of COVID-19?#COVID
#Omicron
#COVID-19 
https://t.co/CflrxlbfDn"
3224,@KareBearScare Yeah I was on board till this stunt. If she wins primary I’ll vote for her in general. Her wanting to win over the maga base was a disappointment. When my wife caught Covid last week it affected the whole house. I had to work from home. Feed the kids during those hours etc
3225,@Pierre00851327 The Man who finished Covid 😍
3226,Trolls continue to plaque everywhere...sila ata ang hybrid variant ng covid e😐
3227,"I legitimately feel dread ahead of the exploitation people with post COVID sequelae (longCOVID) will be facing. Folks... Please, please, please... Be wise consumers. There's a reason why healthcare professionals have liability insurance and many layers of regulatory control. https://t.co/oD0NzIKZdD"
3228,Daily Confirmed Covid Cases per 1K Population by County For AZ   2022-05-13:  Latest Covid Insights by Our Analytics Team using USAFacts #datavisualization #datascience #analytics #healthtech #data #covid19 #publichealth #covid #globalhealth https://t.co/hCpArTmGjD
3229,"@JordanSchachtel 1 million dead""from"" covid or ""with"" covid, are they counting correctly yet?"
3230,"With purely Political decisions being taken on Public Health and Safety we are heading to a crash in COVID cases, Hospitalisations and Deaths. Post-Election is going to need Lockdowns and Masking but nobody will talk about it now.
Oz is now Global Second in Cases per Millions! https://t.co/t9rzsYkZ6h"
3231,@Munchkin2009uk Hope we don’t get it worse. My bedroom roof is leaking and can’t get it fixed yet cos I’ve just tested positive for covid so isolating in my room for 5 days. 🙈
3232,"Please join me in celebrating the one and only, the most asstacular, loyal, and genuine friend in this heated pool called life 🌸❤️‍🔥🎂 @songmess love you long time 🎂❤️‍🔥🌸 foto by me on our deep COVID Cuernavaca jaunt keeping each other sane since 2019 https://t.co/zFb8bttS1f"
3233,"@museofmike @onscarletswalk @Undented @Sufisdance i really have gotten lax with mask-wearing &amp; i’m an immunocompromised person! i need to do better &amp; i’d love to see everyone join us. totally not meant as any judgment, because we are all experiencing some degree of covid fatigue. ❤️❤️❤️"
3234,"@Davejackson9876 @BeijingPalmer I see you follow a number of toxic and bigoted accounts best described as tankies and war crime apologists, as well as a COVID conspiracy monger, so frankly your credibility is severely limited."
3235,"@GerardDelaney39 Started when I started researching Gardasil for my kids.. decided no way. Then looked at MMR vax and wished I hadn't let the children have it.. 
So I suspected they were lying about Covid vaxx from day one. Now, I know they are lying about everything."
3236,"If @KathyHochul is losing your vote by refusing to mandate masks, let her and her campaign know! 

#MandateMasksNY 

We can see firsthand that @GovKathyHochul is not prioritizing combating the spread of COVID, as her campaign website states. 

https://t.co/zuQ74ppyWo https://t.co/0iu02fadEX"
3237,@TheRockinRobbie sorry to hear about covid. Hang strong man and hope you get well soon
3238,"@T_D_Morgan You make some valid points. But did you forget how much money pussy Trump and Munchkin printed with their faux PPP loans and Covid aid? More than 50% of those loans were fraudulent. In Silicon Valley, all these freeloaders bought Tesla, LVMH, Gucci, Lulu, etc."
3239,"@ESYudkowsky This was not my experience driving in Seattle, but I haven't been post-Covid, so maybe things changed?"
3240,@DailyJLee The longer they delay the harder it gets and the less funds they have to achieve such a feat as well as the less productive workers available to achieve good outcomes (long covid).
3241,@ZaYeefly The lies he tell will haunt him back in future. Like the lies CCP tell on covid how haunt back shanghai people.
3242,@real_lord_miles Your more than welcome my friend last time you said the only country without Covid restrictions it hurt little bit😁😁😁😁 but it’s okay I am very happy that you came to Afghanistan and saw the real deal hope to see you soon.
3243,"I wish I knew how Lindsey Buckingham was doing. It’s so sad he got COVID and I knew at my show, hardly anyone was wearing a mask and that was a week or two before he cancelled the rest of the NA tour 😭 praying that he’s recovering. COVID sucks"
3244,@BrandiLamonte I make love to Greys so we can invent new COVID strains together. 💚👽💚👽💚👽
3245,"@notjessiedean0 @Taniabanks24 @NSWHealth That assumed both countries have the same rules for counting covid deaths and the same record keeping systems, which is clearly not the case."
3246,"Asian- American attacks have been rising since the Trump era. It's more Asians than just Chinese and that's the problem. Trump calling Covid the China virus just brought the hatred out into the open, just like EVERY OTHER MINORITY. Shameful, but true."
3247,"Draconian Govt. COVID policies coupled with profligate Central banks really screwed the pooch on a global scale.

¯\_(ツ)_/¯ 

Indonesian president's rating hits six-year low as prices rise https://t.co/ij8o7b6gZA"
3248,"@liberal_parnell We may also have to take into account the proliferation of content consumed online that is feeding what might be a minor fear into a raging wildfire of terror and hatred. For every ridiculous fables about Covid, there's likely 1000 about replacement."
3249,How America Reached One Million Covid Deaths https://t.co/Cbr5s2xpeN https://t.co/VBbmjM4sjf
3250,@chris_tavrou @SeverinLudwig @StaffanRydin @DennisTrolledU It would be a masterpiece of psyop history. Where as the psyops we get Covid 911 Moon landing etc are completely laughable.
3251,"@SquizzSTK Things that LNP thinks Super should be used for:
1) surviving Covid
2) leaving an abusive partner
3) buying a home

Things LNP DOES NOT think Super should be used for
1) maintaining a standard of living in retirement"
3252,i think I hauve covid https://t.co/7rMdeooPZo
3253,@shhhkerensaa yeah when i had covid and could barely get off the couch it was still just me and avery LOL
3254,"@RidleyDM Meantime, many HCWs who have been scrupulous about their N95 seals have never contracted COVID, despite extensive contact with infectious patients"
3255,"@KuspyL @swillsm @AugersMonster I KNOW! I just discovered COVID-Twitter and auspol about a month ago, and it's changed my life, LOL."
3256,@pulte COVID Sucks! 🦠 that is all I got for today!
3257,@KarenLo55750271 That’s awful but you mustn’t feel awful it was the circumstances with covid and your job sweetheart. 🤗❤️
3258,@RevHallpdx What is the least expensive form of COVID test that you find acceptable?
3259,"@RealDeniseWelch He just wants attention, never forget Piers was a big cheerleader for ridiculous COVID lockdowns. He constantly ranted on here about it, criticising those who broke rules or questioned the draconian policies calling us 'Covidiots' and never stuck to the rules himself #hypocrites"
3260,@RonnyJacksonTX It was pretty cool when he got Covid
3261,Got covid at the strip club 🤪
3262,"@SIRRock11 @tillyakuanipaa Yeah . And with that negative narrative of urs , suggesting that stone wouldn’t have been part it happened b4 covid is nauseating.. so inaccurate..nd clearly shows how u hate Stone"
3263,"3 Singapore COVID cases of new BA.4 and BA.5 Omicron sub-variants found.
At least 1,000 cases of BA.4 and BA.5 have been reported in at least 16 countries as of Wednesday, according to the World Health Organization. 
https://t.co/Vsbx4rtth7"
3264,"stupid @PokeToad gave me covid a week ago, so I killed him, he is dead now"
3265,"@PitterThePat @BillHarford11 @dieselbear_7785 @lizsjohns @DonaldJTrumpJr Bro. Obama started the racial hate and division. Biden has had more deaths WITH a vaccine and over a years worth of knowledge on covid that trump never had (with msm help). What country stopped the pandemic. If he did it wrong g, name one person who did it right. Bet u won't answ"
3266,"@ScottAdamsSays 
Interesting thread on the ""design/structure"" of the ""fire hose"" of disinformation (e.g., Russia invasion, COVID, climate change, etc.). It concludes with some advice on recognizing and (hopefully) inoculating yourself against it. https://t.co/Bvncl5SIEa"
3267,@pulte In dying of Covid
3268,"@ProfBrianCox How much U.S. funding do you rely on to conduct research? 

...I couldnt believe you tried using covid as an example of how science is supposed to work when talking with @rustyrockets 

Seems to me censoring information is exactly how science should NOT work."
3269,"Ba4 and Ba5 carry  the L4552R mutations, which we had with delta which caused increased pathogenicity. There might be a reason China is locked down… this wave is just starting in the US #covid $spx $qqq $tlt"
3270,China Struggles to Contain Frustration From Shanghai Covid Lockdown https://t.co/dDDvA30cE5 #China stop acting crazy with your #Covid_19 #lockdown
3271,@LRiddickESPN @mace_savage Bigger question what's going on with our government that they can do there jobs from the local to the federal an won't put it pass the government to set something like that up because there's not alot of COVID left to talk about
3272,"@MokaChocaLatte @NYNCpamiam @SassySemite @DFlex2123 @TheGman713 @JAGD94 @Pride21American @Cville300zxtt @Agentsmith212 @feelthemess @Jason_9905 @Howie6149 @MJ_61074 @MichaelGershon5 @NYCTheMiC @kiregct1 @TheodoreTsamis2 @doxie_jake @CaptDaveUSCG @BattleOfHudson @pvarrone9 @JP67220 @JoeMungel1977 @real3545 @JR62072 @nigey2008 @markacc11 @andr3th3g1ant @stevenhelms20 @NHL lol #LetsGoPens would play Cindy with #COVID if they would play him with a concussion... this is just some nobody coach so ""Safety first"" all of a sudden.
https://t.co/Zr0aIqJsdc"
3273,took suboxone too soon i need to go to the hospital so im faking covid lmfaoo
3274,If anyone is going to ssf Kentucky and can afford to get a second vip I can pay you back next week I just got over having Covid when I was supposed to start my new job and I can pay you back next week.  Literally had my savings fucked up due to Covid and I was late on car payment
3275,"The Guardian US: ‘Failure of an American ideology’: why Covid has an outsized impact on the US.
https://t.co/HStjqruobV

via @GoogleNews"
3276,"@sdbaral Actually it can be for people who aren't emotional enough about covid, even if they support restrictions."
3277,"@Paul_Coniglio Oh no. Feel better soon. I have sinus blockage, fatigue, brain fade, loss of taste, coughing. It seems I received Covid ‘the works’."
3278,@Acosta Holy sh*t. Hope no one dies. This is crazy. Couldn't covid get these insane folks?
3279,How did Biden commemorate the 1 mil Covid deaths? I don't watch broadcast news so don't know if it was covered.
3280,How tf did i get covid a second time https://t.co/eeNt4Rzanm
3281,@Honey_Luxe @318frank @doehlerd85 @WizeOldFart You are wrong!!! They died with covid not because of covid! How about going to my dad's graveside and explain to him the safety of the vaccines! With a 98.999 survival rate natural immunity is what causes herd immunity not a vaccine!
3282,"Fort Detrick is the birthplace of COVID-19 and the US military brought the virus around the world ...... That's a lot like a bioweapon attack mode!#COVID19
#COVID
#Omicron 
https://t.co/SVOlFbaPPn"
3283,bro my friends have been dropping off my birthday presents outside my house because of covid they are so sweet i dont deserve them 😭😭😭
3284,"@liz_churchill_ The greatest crime ever was the intentional release of Covid, death shots and the murder of people by the WHO, CDC &amp; Fauci, withholding know effective &amp; inexpensive therapies that cure 99% of Covid cases. They also knew Remdesivir &amp; ventilators would kill over 50% hospitalized!"
3285,"@TheQuiltLamb For me, the biggest struggles I have after 1 month since testing positive, are lack of energy, very rough mood, and Covid brain fog. I feel like an idiot most of the day and will forget what I am saying mid sentence… this is definitely not a great time. Hope you recover soon!"
3286,"@NorthumbrianAc1 @JudeJack @EnemyInAState Sorry to hear this. Vaccines won’t stop you catching Covid, won’t until we get a sterilising vaccine."
3287,Man G!!! The pandemic/covid-19 really fucked up LITERALLY EVERYTHING!!!!!
3288,"@Resist_05 yep unfortunately the writing is on the wall, I saw this coming early during the covid plandemic"
3289,@MonicaGandhi9 How did you get your qualifications &amp; yet be so wrong?! Covid is not endemic anywhere. We know there may be long term multi system problems *and* death. And your solution is… 😞
3290,"@biancoresearch @LynAldenContact Inflation was caused by Trump’s trade war, Covid, Q.E &amp; supply chain issues. It didn’t start this year."
3291,And this following the Covid JOBKEEPER wealth transfer.... Billions of $ transferred from the taxpayer to billionaires and big companies and foreign investors .... how good is being Rich in Oz and overseas! https://t.co/fzCQj4mAHW
3292,"@EricTopol And this is just direct COVID, not people like my husband whose blood pressure shot up because he was forced to go to work every day in an office with sick people and wound up having a massive, fatal heart attack.  He was 62."
3293,@VictorianCHO @aparachick Fear should be ramped up.  Complacency is vital in the transmission of Covid
3294,"@TRyanGregory I haven't really encountered it beyond statistical methods and warnings about common pitfalls (e.g., correlation ≠ causation, p-hacking, etc.). I wish we would have this conversation more, and COVID-19 makes this especially important (↓ info, rapidly evolving evidence). (2/2)"
3295,"@ihugwaititi Um, WTF. Can you tell your school you still have Covid or will they not care either? I’m sorry!"
3296,"@nihil_ad_rem @ElectricTorque3 1/2 My father was ill with a cough and fatigue for almost 2 months. PCP in March saw him, said you probably had covid, ran no tests and sent him home; told him give it a few months you’ll feel better."
3297,"@Americanhope78 @lapublichealth no one going into hospital due to covid, they go in for something else and happen to test positive, a stat they never report to keep the hysteria going!"
3298,@Racinguista1903 @LucasFrola96 @RacingClub Covid ¿?
3299,Airlines press U.S. to lift covid testing requirements: Reuters -https://t.co/3OibgLia9p
3300,"@joshgnosis If you are lucky enough to be close to one of the 19 voting booths then yes, it’s possible. But the number of voting booths at consulates has been slashed due to “covid”.  Phone voting amendment was made for those in iso onshore. More should have been done for those offshore"
3301,"We now know that the CDC took recommendations from TEACHERS to dish out their COVID guidelines.  During the all that online school suicides dramatically increased, especially for teenage girls. Why is no one outraged?"
3302,"Brief news: Covid cases in North Korea nears 300,000.
https://t.co/IYTtAwVa3M"
3303,@VunserRT18 @mockingbird2424 @NWSL They definitely need to figure out a better format next year. The Courage may have caught a break even though they definitely didn’t want it to be about Covid
3304,First cohosting gig for Tonya Scholz @knowaging #NFTsForACause #NFTfundraiser https://t.co/QzaHRsCX1b
3305,@JenVanderputten My son is great. My husband used to help but has quit doing anything in the last 3 or 4 years. Covid made everything worse... But I have no solution and no way to change anything.
3306,Hong Kong Is Tracing Covid In Sewage. Here’s Why https://t.co/gzYyN3nMtQ
3307,Hong Kong Is Tracing Covid In Sewage. Here’s Why https://t.co/fcOuDqeVqN
3308,"@Daoyu15 Has anybody else watched all the videos on YouTube from Peters eco Health Alliance?

Some strange comments there about how covid-19 is positively forcing Republicans donate to Democrat ecology"
3309,"@drgoldstein Unfortunately, the Celtics and the Pittsburgh Penguins playoff times are usually on the same nights so I catch up on the Celtics the next day. Got into them during the COVID lockdown and picked them because of Tatum/Duke."
3310,@CWBOCA Wow I wasn't aware 3/4 of the population was wiped out by covid! Who the hell is causing all these traffic jams then? 🤣
3311,"@AdThomz @GotRoot_ @10trilliontesla @CNBC @BillGates https://t.co/aAIuDzRFTg

Actually, he specified that post-omicron, Covid as a whole can be treated like the flu. His reasoning is that Omicron is the most transmissive strain, which is why it should be treated more seriously than other variants."
3312,"@LegalLatino2022 @klepper_aaron @NovElection2024 and plenty of workers were hurt under his trade war and failed response to COVID. 

Things weren’t as peachy as he tells his supporters. He wasn’t a very good economic president jobs President even before COVID. He talked a lot but much was all talk. ⬇️"
3313,@Instacart How is it that my mother cannot send me an Instacart order when I am down with Covid? What the fuck is wrong with your system
3314,"If more evidence's needed that US/#NATO-provoked #Ukraine crisis is to further facilitate West's #GreatReset through shortages + war on top of Covid hysteria justifying authoritarianism + looted economies to enrich super rich &amp; impoverish rest, here it is. #Zelensky #WEF #Russia https://t.co/cBDRNCYp30 https://t.co/i9qSmfhzSE"
3315,"@DeadArchist @Dead_like_you @Oldmin_BiB @CtrlPew @3D_Fuel Me too, also. I had to youtube everything. Everything. Them doing it as I'm doing it made it so much easier. Turned on the covid controls on the computer so I could tell it to pause and rewind 10 seconds while my hands were full. That was a feat to figure out into itself."
3316,Over $160 BILLION in COVID Unemployment Benefits Likely Lost to Fraud https://t.co/1D9C5BDk9U
3317,"There will be no Restoring Your Voice this week as I recover from COVID.
Thanks for all of your prayers."
3318,New Covid cases recorded in 5 districts https://t.co/v1u9GXlj9z
3319,Been sick with covid guys — releasing a new piece tonight however and getting back to work!
3320,"The Covid Capitulation, by @EricTopol https://t.co/D48ScoIgLo"
3321,@Francesca1Diasi My 24 yo teacher in FL got covid for the first time. They gave her Flonase.
3322,"@hershey_jj Lol yeah, I kno…’high class problem’ I was happier during COVID"
3323,Covid-19 watching this like https://t.co/AGJ0Wned17 https://t.co/aqgqh3kHLX
3324,@KobieThatcher I wont be participating in any Covid restrictions.
3325,"@RealHousewifeMi Of course not! They don't care about the people of this country. Look at the false information they spouted out over covid, it's fake, the Dems invented it, vaccines tracks you. Instead take Ivermectin, bleach, hydroxychloroquine. They only care about the moment of conception."
3326,@D1_N_OnLy 🤣🤣 it’s a journey I’ve always kept a fade until Covid hit it was definitely a transition
3327,@Dskins207 @IsaacAd40621927 @redou_t @OfficialXboxU Dude they had less in 2018. There is no way they could be expected to do much in 4 years. I mean they did pretty good anyway considering 37 games were published between 2018 and 2021. I wouldn’t expect anything till 2024 now because covid added an extra year and half delay.
3328,@DEFendFURiously @Rosenlaw @chef_Bruce Or COVID biological weapons?
3329,@Anoni_Ma_Yo @KTLA You do realize the crime rate went up during Covid right robberies were up 58% during Covid I don’t know what delusional land you live in but your statement is completely false
3330,"How Australia Saved Thousands of Lives While Covid Killed a Million Americans - The New York Times not even worth comparing 325,000,000 to 25,000,000 https://t.co/pr1UDKlRIe"
3331,the other morning my siblings and i we’re sitting at the table eating breakfast then all of a sudden i start choking/coughing up my food and shawna hollered from across the table “OUUU COVID”💀
3332,Over $160 BILLION in COVID Unemployment Benefits Likely Lost to Fraud https://t.co/yeO9GN1zWd
3333,"Join Monster &amp; @Kidpower_Intl
w/ @knowaging
#NFTsForACause #NFTfundraiser

https://t.co/chojwh1YxQ"
3334,@ouijasama @JayKnox70530572 @edwardfrancis12 @BCGovNews Oh now you bring that up but the same thing would have happened regular with covid as well if someone is living a completely unhealthy life and they get sick just even with the flu they're more likely to end up in the hospital than a perfectly healthy person
3335,"Study on Vaccines in Children Blows a Hole in COVID-19 Hysterics and Raises Serious Concerns - As WE Said All Along Children Do NOT Need VACCINE 
https://t.co/9gxuFcOnTN"
